"","moduleColors","Gene"
"12617","greenyellow","gene.Ha412HOChr10g0470401"
"12618","skyblue","gene.Ha412HOChr10g0470441"
"12619","greenyellow","gene.Ha412HOChr10g0470451"
"12620","skyblue4","gene.Ha412HOChr10g0470471"
"12621","turquoise","gene.Ha412HOChr10g0470501"
"12622","greenyellow","gene.Ha412HOChr10g0470521"
"12623","black","gene.Ha412HOChr10g0470591"
"12624","greenyellow","gene.Ha412HOChr10g0470631"
"12625","blue2","gene.Ha412HOChr10g0470661"
"12626","blue","gene.Ha412HOChr10g0470691"
"12627","skyblue","gene.Ha412HOChr10g0470711"
"12628","greenyellow","gene.Ha412HOChr10g0470721"
"12629","coral3","gene.Ha412HOChr10g0470731"
"12630","plum2","gene.Ha412HOChr10g0470761"
"12631","saddlebrown","gene.Ha412HOChr10g0470771"
"12632","orangered4","gene.Ha412HOChr10g0470831"
"12633","saddlebrown","gene.Ha412HOChr10g0470841"
"12634","lightcyan","gene.Ha412HOChr10g0470881"
"12635","yellow","gene.Ha412HOChr10g0470891"
"12636","blue","gene.Ha412HOChr10g0470911"
"12637","blue","gene.Ha412HOChr10g0470921"
"12638","saddlebrown","gene.Ha412HOChr10g0470931"
"12639","greenyellow","gene.Ha412HOChr10g0470941"
"12640","darkgreen","gene.Ha412HOChr10g0470961"
"12641","darkturquoise","gene.Ha412HOChr10g0470981"
"12642","blue","gene.Ha412HOChr10g0471011"
"12643","turquoise","gene.Ha412HOChr10g0471031"
"12644","darkturquoise","gene.Ha412HOChr10g0471051"
"12645","blue","gene.Ha412HOChr10g0471101"
"12646","turquoise","gene.Ha412HOChr10g0471131"
"12647","greenyellow","gene.Ha412HOChr10g0471191"
"12648","saddlebrown","gene.Ha412HOChr10g0471201"
"12649","lightgreen","gene.Ha412HOChr10g0471221"
"12650","turquoise","gene.Ha412HOChr10g0471281"
"12651","black","gene.Ha412HOChr10g0471321"
"12652","lightgreen","gene.Ha412HOChr10g0471341"
"12653","orangered4","gene.Ha412HOChr10g0471401"
"12654","greenyellow","gene.Ha412HOChr10g0471491"
"12655","magenta","gene.Ha412HOChr10g0471501"
"12656","black","gene.Ha412HOChr10g0471531"
"12657","yellow","gene.Ha412HOChr10g0471541"
"12658","black","gene.Ha412HOChr10g0471551"
"12659","magenta4","gene.Ha412HOChr10g0471561"
"12660","blue","gene.Ha412HOChr10g0471571"
"12661","saddlebrown","gene.Ha412HOChr10g0471581"
"12662","yellow","gene.Ha412HOChr10g0471601"
"12663","blue","gene.Ha412HOChr10g0471611"
"12664","blue","gene.Ha412HOChr10g0471621"
"12665","orangered4","gene.Ha412HOChr10g0471641"
"12666","salmon","gene.Ha412HOChr10g0471651"
"12667","orangered4","gene.Ha412HOChr10g0471661"
"12668","coral3","gene.Ha412HOChr10g0471671"
"12669","blue","gene.Ha412HOChr10g0471701"
"12670","coral3","gene.Ha412HOChr10g0471721"
"12671","black","gene.Ha412HOChr10g0471741"
"12672","salmon","gene.Ha412HOChr10g0471821"
"12673","greenyellow","gene.Ha412HOChr10g0471831"
"12674","salmon","gene.Ha412HOChr10g0471851"
"12675","magenta","gene.Ha412HOChr10g0471861"
"12676","yellow","gene.Ha412HOChr10g0471881"
"12677","darkgrey","gene.Ha412HOChr10g0471931"
"12678","blue","gene.Ha412HOChr10g0472031"
"12679","magenta4","gene.Ha412HOChr10g0472051"
"12680","blue","gene.Ha412HOChr10g0472071"
"12681","greenyellow","gene.Ha412HOChr10g0472101"
"12682","blue","gene.Ha412HOChr10g0472201"
"12683","blue","gene.Ha412HOChr10g0472221"
"12684","saddlebrown","gene.Ha412HOChr10g0472241"
"12685","black","gene.Ha412HOChr10g0472291"
"12686","orangered4","gene.Ha412HOChr10g0472301"
"12687","black","gene.Ha412HOChr10g0472321"
"12688","black","gene.Ha412HOChr10g0472331"
"12689","magenta","gene.Ha412HOChr10g0472381"
"12690","blue","gene.Ha412HOChr10g0472561"
"12691","thistle3","gene.Ha412HOChr10g0472571"
"12692","ivory","gene.Ha412HOChr10g0472611"
"12693","orangered4","gene.Ha412HOChr10g0472631"
"12694","cyan","gene.Ha412HOChr10g0472671"
"12695","yellow","gene.Ha412HOChr10g0472681"
"12696","orangered4","gene.Ha412HOChr10g0472721"
"12697","orangered4","gene.Ha412HOChr10g0472731"
"12698","turquoise","gene.Ha412HOChr10g0472751"
"12699","orangered4","gene.Ha412HOChr10g0472981"
"12700","orangered4","gene.Ha412HOChr10g0472991"
"12701","turquoise","gene.Ha412HOChr10g0473021"
"12702","saddlebrown","gene.Ha412HOChr10g0473061"
"12703","blue","gene.Ha412HOChr10g0473101"
"12704","lightcyan","gene.Ha412HOChr10g0473111"
"12705","blue2","gene.Ha412HOChr10g0473131"
"12706","blue","gene.Ha412HOChr10g0473141"
"12707","darkgreen","gene.Ha412HOChr10g0473161"
"12708","black","gene.Ha412HOChr10g0473191"
"12709","greenyellow","gene.Ha412HOChr10g0473201"
"12710","turquoise","gene.Ha412HOChr10g0473241"
"12711","darkgreen","gene.Ha412HOChr10g0473261"
"12712","blue","gene.Ha412HOChr10g0473281"
"12713","yellow","gene.Ha412HOChr10g0473291"
"12714","ivory","gene.Ha412HOChr10g0473361"
"12715","ivory","gene.Ha412HOChr10g0473371"
"12716","ivory","gene.Ha412HOChr10g0473381"
"12717","darkturquoise","gene.Ha412HOChr10g0473391"
"12718","magenta","gene.Ha412HOChr10g0473421"
"12719","yellow","gene.Ha412HOChr10g0473451"
"12720","cyan","gene.Ha412HOChr10g0473471"
"12721","yellow","gene.Ha412HOChr10g0473481"
"12722","cyan","gene.Ha412HOChr10g0473501"
"12723","blue","gene.Ha412HOChr10g0473531"
"12724","turquoise","gene.Ha412HOChr10g0473541"
"12725","greenyellow","gene.Ha412HOChr10g0473641"
"12726","blue2","gene.Ha412HOChr10g0473651"
"12727","darkgreen","gene.Ha412HOChr10g0473691"
"12728","blue","gene.Ha412HOChr10g0473721"
"12729","darkturquoise","gene.Ha412HOChr10g0473731"
"12730","blue","gene.Ha412HOChr10g0473741"
"12731","yellow","gene.Ha412HOChr10g0473861"
"12732","blue","gene.Ha412HOChr10g0473881"
"12733","yellow","gene.Ha412HOChr10g0473931"
"12734","black","gene.Ha412HOChr10g0473941"
"12735","orangered4","gene.Ha412HOChr10g0473951"
"12736","turquoise","gene.Ha412HOChr10g0473961"
"12737","turquoise","gene.Ha412HOChr10g0474021"
"12738","magenta","gene.Ha412HOChr10g0474071"
"12739","thistle3","gene.Ha412HOChr10g0474121"
"12740","darkturquoise","gene.Ha412HOChr10g0474141"
"12741","blue","gene.Ha412HOChr10g0474311"
"12742","black","gene.Ha412HOChr10g0474351"
"12743","black","gene.Ha412HOChr10g0474371"
"12744","ivory","gene.Ha412HOChr10g0474421"
"12745","salmon","gene.Ha412HOChr10g0474441"
"12746","blue","gene.Ha412HOChr10g0474541"
"12747","blue","gene.Ha412HOChr10g0474561"
"12748","salmon","gene.Ha412HOChr10g0474571"
"12749","paleturquoise","gene.Ha412HOChr10g0474581"
"12750","turquoise","gene.Ha412HOChr10g0474641"
"12751","ivory","gene.Ha412HOChr10g0474721"
"12752","blue","gene.Ha412HOChr10g0474731"
"12753","darkturquoise","gene.Ha412HOChr10g0474741"
"12754","black","gene.Ha412HOChr10g0474761"
"12755","darkgreen","gene.Ha412HOChr10g0474781"
"12756","darkmagenta","gene.Ha412HOChr10g0474801"
"12757","blue","gene.Ha412HOChr10g0474811"
"12758","ivory","gene.Ha412HOChr10g0474841"
"12759","darkturquoise","gene.Ha412HOChr10g0474881"
"12760","darkturquoise","gene.Ha412HOChr10g0474891"
"12761","blue","gene.Ha412HOChr10g0474901"
"12762","blue","gene.Ha412HOChr10g0474971"
"12763","turquoise","gene.Ha412HOChr10g0474981"
"12764","lightcyan","gene.Ha412HOChr10g0475051"
"12765","lightcyan","gene.Ha412HOChr10g0475061"
"12766","blue","gene.Ha412HOChr10g0475101"
"12767","orangered4","gene.Ha412HOChr10g0475111"
"12768","yellow","gene.Ha412HOChr10g0475151"
"12769","darkseagreen3","gene.Ha412HOChr10g0475161"
"12770","yellow","gene.Ha412HOChr10g0475171"
"12771","magenta","gene.Ha412HOChr10g0475221"
"12772","turquoise","gene.Ha412HOChr10g0475231"
"12773","honeydew1","gene.Ha412HOChr10g0475241"
"12774","blue","gene.Ha412HOChr10g0475351"
"12775","yellow","gene.Ha412HOChr10g0475361"
"12776","navajowhite1","gene.Ha412HOChr10g0475371"
"12777","turquoise","gene.Ha412HOChr10g0475381"
"12778","turquoise","gene.Ha412HOChr10g0475391"
"12779","magenta","gene.Ha412HOChr10g0475401"
"12780","blue","gene.Ha412HOChr10g0475411"
"12781","magenta4","gene.Ha412HOChr10g0475431"
"12782","yellow","gene.Ha412HOChr10g0475451"
"12783","ivory","gene.Ha412HOChr10g0475491"
"12784","saddlebrown","gene.Ha412HOChr10g0475531"
"12785","blue","gene.Ha412HOChr10g0475571"
"12786","ivory","gene.Ha412HOChr10g0475601"
"12787","mediumpurple3","gene.Ha412HOChr10g0475761"
"12788","ivory","gene.Ha412HOChr10g0475781"
"12789","ivory","gene.Ha412HOChr10g0475811"
"12790","ivory","gene.Ha412HOChr10g0475841"
"12791","yellow","gene.Ha412HOChr10g0475861"
"12792","plum2","gene.Ha412HOChr10g0475871"
"12793","ivory","gene.Ha412HOChr10g0475901"
"12794","orangered4","gene.Ha412HOChr10g0475911"
"12795","darkgreen","gene.Ha412HOChr10g0475921"
"12796","turquoise","gene.Ha412HOChr10g0475931"
"12797","ivory","gene.Ha412HOChr10g0475941"
"12798","darkmagenta","gene.Ha412HOChr10g0475951"
"12799","darkturquoise","gene.Ha412HOChr10g0475961"
"12800","saddlebrown","gene.Ha412HOChr10g0475981"
"12801","ivory","gene.Ha412HOChr10g0475991"
"12802","ivory","gene.Ha412HOChr10g0476001"
"12803","skyblue","gene.Ha412HOChr10g0476011"
"12804","ivory","gene.Ha412HOChr10g0476041"
"12805","black","gene.Ha412HOChr10g0476441"
"12806","ivory","gene.Ha412HOChr10g0476451"
"12807","saddlebrown","gene.Ha412HOChr10g0476501"
"12808","blue","gene.Ha412HOChr10g0476531"
"12809","greenyellow","gene.Ha412HOChr10g0476571"
"12810","greenyellow","gene.Ha412HOChr10g0476581"
"12811","bisque4","gene.Ha412HOChr10g0476621"
"12812","darkolivegreen","gene.Ha412HOChr10g0476711"
"12813","lightgreen","gene.Ha412HOChr10g0476721"
"12814","salmon","gene.Ha412HOChr10g0476731"
"12815","turquoise","gene.Ha412HOChr10g0476741"
"12816","greenyellow","gene.Ha412HOChr10g0476771"
"12817","blue","gene.Ha412HOChr10g0476801"
"12818","salmon","gene.Ha412HOChr10g0476811"
"12819","greenyellow","gene.Ha412HOChr10g0476841"
"12820","greenyellow","gene.Ha412HOChr10g0476851"
"12821","black","gene.Ha412HOChr10g0476861"
"12822","lightgreen","gene.Ha412HOChr10g0476901"
"12823","blue","gene.Ha412HOChr10g0476931"
"12824","yellow","gene.Ha412HOChr10g0476981"
"12825","paleturquoise","gene.Ha412HOChr10g0477031"
"12826","blue","gene.Ha412HOChr10g0477061"
"12827","black","gene.Ha412HOChr10g0477111"
"12828","ivory","gene.Ha412HOChr10g0477141"
"12829","orangered4","gene.Ha412HOChr10g0477161"
"12830","greenyellow","gene.Ha412HOChr10g0477171"
"12831","darkgreen","gene.Ha412HOChr10g0477251"
"12832","greenyellow","gene.Ha412HOChr10g0477291"
"12833","plum2","gene.Ha412HOChr10g0477321"
"12834","yellow","gene.Ha412HOChr10g0477331"
"12835","cyan","gene.Ha412HOChr10g0477351"
"12836","blue","gene.Ha412HOChr10g0477361"
"12837","magenta","gene.Ha412HOChr10g0477391"
"12838","ivory","gene.Ha412HOChr10g0477411"
"12839","blue","gene.Ha412HOChr10g0477481"
"12840","darkolivegreen","gene.Ha412HOChr10g0477511"
"12841","blue","gene.Ha412HOChr10g0477531"
"12842","skyblue3","gene.Ha412HOChr10g0477551"
"12843","ivory","gene.Ha412HOChr10g0477571"
"12844","orange","gene.Ha412HOChr10g0477581"
"12845","skyblue","gene.Ha412HOChr10g0477601"
"12846","yellow","gene.Ha412HOChr10g0477621"
"12847","yellow","gene.Ha412HOChr10g0477631"
"12848","ivory","gene.Ha412HOChr10g0477641"
"12849","darkturquoise","gene.Ha412HOChr10g0477651"
"12850","ivory","gene.Ha412HOChr10g0477721"
"12851","skyblue","gene.Ha412HOChr10g0477731"
"12852","darkturquoise","gene.Ha412HOChr10g0477751"
"12853","lightgreen","gene.Ha412HOChr10g0477771"
"12854","salmon","gene.Ha412HOChr10g0477781"
"12855","turquoise","gene.Ha412HOChr10g0477801"
"12856","skyblue","gene.Ha412HOChr10g0477821"
"12857","blue","gene.Ha412HOChr10g0477861"
"12858","coral3","gene.Ha412HOChr10g0477901"
"12859","blue","gene.Ha412HOChr10g0477911"
"12860","bisque4","gene.Ha412HOChr10g0477971"
"12861","magenta","gene.Ha412HOChr10g0477991"
"12862","black","gene.Ha412HOChr10g0478021"
"12863","darkolivegreen","gene.Ha412HOChr10g0478041"
"12864","greenyellow","gene.Ha412HOChr10g0478081"
"12865","yellow","gene.Ha412HOChr10g0478101"
"12866","plum2","gene.Ha412HOChr10g0478111"
"12867","turquoise","gene.Ha412HOChr10g0478121"
"12868","turquoise","gene.Ha412HOChr10g0478151"
"12869","turquoise","gene.Ha412HOChr10g0478161"
"12870","orange","gene.Ha412HOChr10g0478181"
"12871","blue","gene.Ha412HOChr10g0478201"
"12872","blue","gene.Ha412HOChr10g0478251"
"12873","greenyellow","gene.Ha412HOChr10g0478281"
"12874","blue","gene.Ha412HOChr10g0478311"
"12875","black","gene.Ha412HOChr10g0478331"
"12876","salmon","gene.Ha412HOChr10g0478351"
"12877","blue","gene.Ha412HOChr10g0478361"
"12878","coral1","gene.Ha412HOChr10g0478371"
"12879","turquoise","gene.Ha412HOChr10g0478381"
"12880","blue","gene.Ha412HOChr10g0478441"
"12881","lightcyan","gene.Ha412HOChr10g0478501"
"12882","darkolivegreen","gene.Ha412HOChr10g0478511"
"12883","blue","gene.Ha412HOChr10g0478531"
"12884","blue","gene.Ha412HOChr10g0478541"
"12885","yellow","gene.Ha412HOChr10g0478551"
"12886","ivory","gene.Ha412HOChr10g0478571"
"12887","cyan","gene.Ha412HOChr10g0478581"
"12888","cyan","gene.Ha412HOChr10g0478601"
"12889","blue","gene.Ha412HOChr11g0478661"
"12890","coral2","gene.Ha412HOChr11g0478761"
"12891","blue","gene.Ha412HOChr11g0478801"
"12892","blue","gene.Ha412HOChr11g0478811"
"12893","greenyellow","gene.Ha412HOChr11g0478821"
"12894","yellow","gene.Ha412HOChr11g0478841"
"12895","cyan","gene.Ha412HOChr11g0478881"
"12896","plum2","gene.Ha412HOChr11g0478891"
"12897","ivory","gene.Ha412HOChr11g0478911"
"12898","black","gene.Ha412HOChr11g0478931"
"12899","darkorange","gene.Ha412HOChr11g0478971"
"12900","blue","gene.Ha412HOChr11g0478991"
"12901","lightpink3","gene.Ha412HOChr11g0479001"
"12902","skyblue3","gene.Ha412HOChr11g0479051"
"12903","blue","gene.Ha412HOChr11g0479171"
"12904","salmon","gene.Ha412HOChr11g0479211"
"12905","blue","gene.Ha412HOChr11g0479231"
"12906","lightgreen","gene.Ha412HOChr11g0479241"
"12907","blue","gene.Ha412HOChr11g0479291"
"12908","greenyellow","gene.Ha412HOChr11g0479301"
"12909","yellow","gene.Ha412HOChr11g0479381"
"12910","greenyellow","gene.Ha412HOChr11g0479411"
"12911","darkgreen","gene.Ha412HOChr11g0479441"
"12912","blue","gene.Ha412HOChr11g0479461"
"12913","yellowgreen","gene.Ha412HOChr11g0479491"
"12914","lightpink3","gene.Ha412HOChr11g0479501"
"12915","blue","gene.Ha412HOChr11g0479521"
"12916","blue","gene.Ha412HOChr11g0479581"
"12917","ivory","gene.Ha412HOChr11g0479601"
"12918","magenta","gene.Ha412HOChr11g0479631"
"12919","turquoise","gene.Ha412HOChr11g0479671"
"12920","turquoise","gene.Ha412HOChr11g0479751"
"12921","turquoise","gene.Ha412HOChr11g0479761"
"12922","orangered4","gene.Ha412HOChr11g0479791"
"12923","tan","gene.Ha412HOChr11g0479831"
"12924","ivory","gene.Ha412HOChr11g0479861"
"12925","yellow","gene.Ha412HOChr11g0479881"
"12926","coral3","gene.Ha412HOChr11g0479901"
"12927","plum2","gene.Ha412HOChr11g0479911"
"12928","greenyellow","gene.Ha412HOChr11g0479931"
"12929","yellow","gene.Ha412HOChr11g0479941"
"12930","blue","gene.Ha412HOChr11g0479981"
"12931","bisque4","gene.Ha412HOChr11g0480191"
"12932","darkmagenta","gene.Ha412HOChr11g0480201"
"12933","yellow","gene.Ha412HOChr11g0480211"
"12934","orangered4","gene.Ha412HOChr11g0480231"
"12935","cyan","gene.Ha412HOChr11g0480291"
"12936","blue","gene.Ha412HOChr11g0480301"
"12937","yellow","gene.Ha412HOChr11g0480431"
"12938","yellow","gene.Ha412HOChr11g0480591"
"12939","honeydew1","gene.Ha412HOChr11g0480601"
"12940","honeydew1","gene.Ha412HOChr11g0480701"
"12941","black","gene.Ha412HOChr11g0480751"
"12942","blue","gene.Ha412HOChr11g0480761"
"12943","blue","gene.Ha412HOChr11g0480771"
"12944","darkturquoise","gene.Ha412HOChr11g0480781"
"12945","turquoise","gene.Ha412HOChr11g0480931"
"12946","lightgreen","gene.Ha412HOChr11g0480951"
"12947","black","gene.Ha412HOChr11g0481051"
"12948","black","gene.Ha412HOChr11g0481061"
"12949","black","gene.Ha412HOChr11g0481081"
"12950","turquoise","gene.Ha412HOChr11g0481091"
"12951","darkturquoise","gene.Ha412HOChr11g0481191"
"12952","plum2","gene.Ha412HOChr11g0481211"
"12953","tan","gene.Ha412HOChr11g0481231"
"12954","saddlebrown","gene.Ha412HOChr11g0481251"
"12955","turquoise","gene.Ha412HOChr11g0481261"
"12956","honeydew","gene.Ha412HOChr11g0481361"
"12957","turquoise","gene.Ha412HOChr11g0481381"
"12958","darkorange","gene.Ha412HOChr11g0481391"
"12959","magenta","gene.Ha412HOChr11g0481421"
"12960","darkolivegreen","gene.Ha412HOChr11g0481441"
"12961","salmon","gene.Ha412HOChr11g0481451"
"12962","turquoise","gene.Ha412HOChr11g0481521"
"12963","blue","gene.Ha412HOChr11g0481561"
"12964","blue","gene.Ha412HOChr11g0481571"
"12965","blue","gene.Ha412HOChr11g0481581"
"12966","blue","gene.Ha412HOChr11g0481601"
"12967","thistle","gene.Ha412HOChr11g0481611"
"12968","ivory","gene.Ha412HOChr11g0481661"
"12969","turquoise","gene.Ha412HOChr11g0481671"
"12970","darkorange2","gene.Ha412HOChr11g0481691"
"12971","darkorange2","gene.Ha412HOChr11g0481701"
"12972","yellow","gene.Ha412HOChr11g0481811"
"12973","blue","gene.Ha412HOChr11g0481821"
"12974","ivory","gene.Ha412HOChr11g0481831"
"12975","darkturquoise","gene.Ha412HOChr11g0481841"
"12976","blue","gene.Ha412HOChr11g0481891"
"12977","yellow","gene.Ha412HOChr11g0481901"
"12978","black","gene.Ha412HOChr11g0482041"
"12979","magenta","gene.Ha412HOChr11g0482071"
"12980","turquoise","gene.Ha412HOChr11g0482081"
"12981","darkgrey","gene.Ha412HOChr11g0482131"
"12982","turquoise","gene.Ha412HOChr11g0482171"
"12983","greenyellow","gene.Ha412HOChr11g0482201"
"12984","cyan","gene.Ha412HOChr11g0482251"
"12985","greenyellow","gene.Ha412HOChr11g0482271"
"12986","indianred4","gene.Ha412HOChr11g0482291"
"12987","darkorange2","gene.Ha412HOChr11g0482331"
"12988","turquoise","gene.Ha412HOChr11g0482351"
"12989","ivory","gene.Ha412HOChr11g0482381"
"12990","black","gene.Ha412HOChr11g0482401"
"12991","greenyellow","gene.Ha412HOChr11g0482411"
"12992","black","gene.Ha412HOChr11g0482491"
"12993","darkturquoise","gene.Ha412HOChr11g0482501"
"12994","yellow","gene.Ha412HOChr11g0482511"
"12995","black","gene.Ha412HOChr11g0482521"
"12996","orangered4","gene.Ha412HOChr11g0482531"
"12997","magenta4","gene.Ha412HOChr11g0482541"
"12998","blue","gene.Ha412HOChr11g0482551"
"12999","blue","gene.Ha412HOChr11g0482561"
"13000","darkviolet","gene.Ha412HOChr11g0482571"
"13001","turquoise","gene.Ha412HOChr11g0482691"
"13002","turquoise","gene.Ha412HOChr11g0482731"
"13003","turquoise","gene.Ha412HOChr11g0482751"
"13004","blue","gene.Ha412HOChr11g0482961"
"13005","blue","gene.Ha412HOChr11g0482991"
"13006","blue","gene.Ha412HOChr11g0483011"
"13007","blue","gene.Ha412HOChr11g0483021"
"13008","cyan","gene.Ha412HOChr11g0483041"
"13009","darkorange2","gene.Ha412HOChr11g0483051"
"13010","lavenderblush3","gene.Ha412HOChr11g0483071"
"13011","darkturquoise","gene.Ha412HOChr11g0483091"
"13012","greenyellow","gene.Ha412HOChr11g0483191"
"13013","blue","gene.Ha412HOChr11g0483211"
"13014","orangered4","gene.Ha412HOChr11g0483221"
"13015","lavenderblush2","gene.Ha412HOChr11g0483301"
"13016","skyblue3","gene.Ha412HOChr11g0483321"
"13017","skyblue","gene.Ha412HOChr11g0483341"
"13018","greenyellow","gene.Ha412HOChr11g0483371"
"13019","greenyellow","gene.Ha412HOChr11g0483491"
"13020","darkolivegreen4","gene.Ha412HOChr11g0483571"
"13021","ivory","gene.Ha412HOChr11g0483581"
"13022","skyblue","gene.Ha412HOChr11g0483601"
"13023","palevioletred3","gene.Ha412HOChr11g0483641"
"13024","greenyellow","gene.Ha412HOChr11g0483651"
"13025","lightpink3","gene.Ha412HOChr11g0483691"
"13026","ivory","gene.Ha412HOChr11g0483701"
"13027","blue","gene.Ha412HOChr11g0483711"
"13028","mediumpurple3","gene.Ha412HOChr11g0483841"
"13029","blue","gene.Ha412HOChr11g0483901"
"13030","grey60","gene.Ha412HOChr11g0483911"
"13031","ivory","gene.Ha412HOChr11g0483971"
"13032","blue","gene.Ha412HOChr11g0483981"
"13033","coral1","gene.Ha412HOChr11g0483991"
"13034","skyblue2","gene.Ha412HOChr11g0484021"
"13035","yellow","gene.Ha412HOChr11g0484031"
"13036","mediumpurple3","gene.Ha412HOChr11g0484041"
"13037","orangered4","gene.Ha412HOChr11g0484051"
"13038","lightsteelblue","gene.Ha412HOChr11g0484081"
"13039","bisque4","gene.Ha412HOChr11g0484101"
"13040","greenyellow","gene.Ha412HOChr11g0484111"
"13041","yellow","gene.Ha412HOChr11g0484161"
"13042","turquoise","gene.Ha412HOChr11g0484181"
"13043","darkmagenta","gene.Ha412HOChr11g0484191"
"13044","darkorange","gene.Ha412HOChr11g0484211"
"13045","darkturquoise","gene.Ha412HOChr11g0484241"
"13046","cyan","gene.Ha412HOChr11g0484261"
"13047","yellow","gene.Ha412HOChr11g0484271"
"13048","lightcyan","gene.Ha412HOChr11g0484321"
"13049","darkorange2","gene.Ha412HOChr11g0484331"
"13050","greenyellow","gene.Ha412HOChr11g0484341"
"13051","darkturquoise","gene.Ha412HOChr11g0484361"
"13052","magenta","gene.Ha412HOChr11g0484381"
"13053","blue","gene.Ha412HOChr11g0484391"
"13054","turquoise","gene.Ha412HOChr11g0484431"
"13055","darkseagreen4","gene.Ha412HOChr11g0484451"
"13056","salmon","gene.Ha412HOChr11g0484591"
"13057","darkturquoise","gene.Ha412HOChr11g0484611"
"13058","orangered4","gene.Ha412HOChr11g0484631"
"13059","darkturquoise","gene.Ha412HOChr11g0484651"
